client_id,client_reliability_label,transaction_id,contract_id,transaction_date,payment_amt,year,month,day,weekday,entity_year_established,client_reliability,count,days_elapsed
289,detrimentalClient,708300,35673,71448104642,22136.48,94830,315,689,114,94188,31.557142857142853,47,262.0
290,perfectClient,403340,26336,48537426824,62530.05,64562,206,608,112,64480,32.0,32,359.0
291,detrimentalClient,112613,7200,30146575846,6375.0,40344,148,244,56,40280,13.333333333333332,20,188.0
292,perfectClient,374444,23620,48507503638,50647.8,64564,182,250,102,64448,32.0,32,370.0
293,detrimentalClient,328261,20046,39443593130,10950.0,52456,178,474,98,52104,24.142857142857142,26,300.0
294,perfectClient,343998,20716,42461330139,19791.539999999997,56492,172,584,100,56420,28.0,28,369.0
295,perfectClient,14331,1146,9014331220,2280.0,12102,48,60,18,12084,6.0,6,62.0
296,perfectClient,173688,10936,12229060236,25950.030000000002,16144,46,142,32,16128,8.0,8,61.0
297,detrimentalClient,410515,24292,44043739916,47675.0,58510,201,522,98,58406,24.735294117647058,29,350.0
298,perfectClient,93152,6136,6121182908,108658.32,8072,26,56,16,8060,4.0,4,4.0
299,perfectClient,319084,19978,42425394954,16050.04,56490,184,536,90,56056,28.0,28,368.0
300,perfectClient,4796,464,6002469236,1120.0,8068,30,20,14,8004,4.0,4,33.0
301,detrimentalClient,354288,21591,43974612487,53683.33,58510,185,207,103,58116,28.033333333333335,29,374.0
302,perfectClient,176176,10976,12231479282,38850.0,16144,46,170,32,16000,8.0,8,62.0
303,perfectClient,294857,18888,39397628392,16636.68,52454,178,672,70,52000,26.0,26,335.0
304,perfectClient,288581,17798,33393085483,23750.0,44388,142,84,88,44110,22.0,22,273.0
305,detrimentalClient,294947,18108,27403598016,17883.239999999998,36324,68,96,56,36288,16.2,18,178.0
306,perfectClient,299036,18140,30406805394,9500.01,40354,124,338,72,40140,20.0,20,242.0
307,perfectClient,5598,512,6003506054,3666.6600000000003,8068,30,32,12,8044,4.0,4,29.0
308,detrimentalClient,397704,23828,48535857210,65559.21,64564,196,164,108,64384,30.11764705882353,32,359.0
309,perfectClient,372159,22136,45498932002,41733.35,60528,174,678,108,60270,30.0,30,360.0
310,perfectClient,166654,10584,12222321072,38850.0,16144,46,64,24,16120,8.0,8,62.0
311,detrimentalClient,122623,6966,27163225854,4312.53,36308,158,410,60,36000,14.727272727272728,18,168.0
312,perfectClient,167770,10688,12223876270,6600.03,16144,46,82,28,16072,8.0,8,61.0
313,detrimentalClient,386238,21364,42523545676,11433.33,56494,178,394,92,56168,23.058823529411764,28,298.0
314,perfectClient,10176,692,6009899760,3800.0,8068,30,106,16,7996,4.0,4,32.0
315,perfectClient,285642,17660,30390907818,9500.01,40354,124,154,70,40280,20.0,20,242.0
316,detrimentalClient,435336,23664,56082885850,15707.48,74649,245,343,95,74555,30.42222222222222,37,363.0
317,perfectClient,319986,18744,36429837774,29036.670000000002,48422,158,472,72,48384,24.0,24,302.0
318,perfectClient,327204,19008,36440205612,14593.220000000001,48422,158,592,80,48000,24.0,24,301.0
319,perfectClient,203731,12470,15272198844,14016.599999999999,20180,52,180,34,20120,10.0,10,91.0
320,perfectClient,191140,10500,31761705358,4833.3,42366,136,341,83,42315,21.0,21,270.0
321,perfectClient,254790,16032,24350264108,8445.85,32288,58,60,62,32192,16.0,16,181.0
322,perfectClient,346029,21630,45468865058,27524.94,60528,176,268,110,60150,30.0,30,362.0
323,perfectClient,251143,15288,21339964836,31750.02,28252,58,220,62,28084,14.0,14,149.0
324,detrimentalClient,273911,14612,39373256522,29900.0,52456,154,390,82,52234,22.533333333333335,26,292.0
325,perfectClient,307504,19300,42412939040,24140.010000000002,56488,198,692,72,56308,28.0,28,336.0
326,perfectClient,283369,17186,39378109292,74534.64,52454,170,692,82,52338,26.0,26,333.0
327,detrimentalClient,382998,15051,44015054776,7370.0,58510,187,619,88,58377,22.13157894736842,29,298.0
328,detrimentalClient,623390,36480,60844030808,24320.77,80712,214,606,146,80440,38.095238095238095,40,270.0
329,perfectClient,129665,8514,9171924702,6116.7,12108,34,122,22,12090,6.0,6,29.0
330,detrimentalClient,15123,912,9015195238,1437.48,12102,46,132,14,12084,4.5,6,39.0
331,detrimentalClient,622088,35784,54844787216,48766.66,72648,144,393,71,72252,24.923076923076923,36,160.0
332,detrimentalClient,424595,24194,51566201368,16989.02,68596,240,354,102,68442,30.42105263157895,34,377.0
333,perfectClient,279809,17262,27381818066,17883.239999999998,36320,104,208,56,36144,18.0,18,212.0
334,perfectClient,336041,20124,39450001468,6125.8,52456,180,492,102,52000,26.0,26,348.0
335,detrimentalClient,15224,9,1521133704,2188.23,2018,3,15,3,2000,0.5,1,0.0
336,detrimentalClient,274204,17208,36374635485,13949.99,48422,140,376,49,48168,18.58064516129032,24,246.0
337,detrimentalClient,353919,21604,43976329760,45529.12,58510,176,494,95,58029,28.033333333333335,29,365.0
338,detrimentalClient,460176,30348,71117527223,73565.70999999999,94819,319,752,152,94329,46.02083333333333,47,347.0
339,perfectClient,333592,20492,42448550312,35612.46000000001,56492,176,318,78,56196,28.0,28,354.0
340,perfectClient,187078,11260,30252495108,19839.07,40348,134,436,64,40280,20.0,20,275.0
341,detrimentalClient,206153,13050,15275309190,41750.0,20180,58,34,28,20000,8.333333333333334,10,59.0
342,perfectClient,512276,28647,41187930813,31649.940000000002,54486,127,344,87,54243,27.0,27,163.0
343,detrimentalClient,13888,816,12011159370,2240.0,16136,60,112,30,16088,4.571428571428571,8,34.0
344,detrimentalClient,524190,31328,48690564071,21379.9,64568,196,502,78,64448,22.755555555555556,32,355.0
345,perfectClient,397014,23008,36532135356,57952.89,48426,152,382,94,48384,24.0,24,248.0
346,perfectClient,227734,13980,18306510252,44650.0,24216,56,180,46,24000,12.0,12,123.0
347,perfectClient,322306,20234,42432127248,52376.65,56490,194,308,84,56196,28.0,28,365.0
348,perfectClient,39969,2860,15048235580,9583.300000000001,20170,90,76,32,20110,10.0,10,119.0
349,perfectClient,328367,19826,39440317208,9491.65,52458,148,620,88,52286,26.0,26,357.0
350,perfectClient,290811,18630,39390370933,58899.96,52456,160,404,70,52286,26.0,26,354.0
351,perfectClient,173246,10888,12228714628,25950.030000000002,16144,46,138,28,16104,8.0,8,61.0
352,perfectClient,153733,8298,27209183520,1724.94,36312,126,456,60,36180,18.0,18,241.0
353,perfectClient,321329,19656,39431504498,10899.960000000001,52456,172,520,84,52286,26.0,26,357.0
354,detrimentalClient,187848,11752,12244439442,6600.03,16144,52,136,28,16104,6.4,8,36.0
355,detrimentalClient,502553,38592,72680701417,11407.21,96826,473,666,68,96528,45.17647058823529,48,379.0
356,perfectClient,330979,19868,39442225442,77524.92,52456,178,464,96,52078,26.0,26,347.0
357,perfectClient,110388,6704,24148599412,4600.0,32276,120,214,52,32112,16.0,16,214.0
358,perfectClient,135143,8730,9177627326,47883.28,12108,38,66,18,12054,6.0,6,30.0
359,detrimentalClient,320436,19628,42430924520,22276.54,56490,184,598,84,56252,26.133333333333333,28,349.0
360,detrimentalClient,354214,20220,30477668054,37550.01,40360,84,188,66,40200,16.666666666666668,20,183.0
361,perfectClient,334283,20790,45450548230,15635.7,60524,214,362,108,60360,30.0,30,370.0
362,perfectClient,1689,86,3000457002,285.0,4034,14,32,12,4034,2.0,2,0.0
363,detrimentalClient,37024,3300,16541998631,3256.9500000000003,22187,91,199,33,22022,6.050000000000001,11,58.0
364,detrimentalClient,61635,910,15080970224,1000.0,20170,100,148,26,20140,6.25,10,117.0
365,detrimentalClient,418430,28916,54561985722,76357.78,72634,210,204,116,72576,34.10526315789473,36,372.0
366,detrimentalClient,488820,28080,36651742111,20216.56,48432,127,352,57,48408,14.399999999999999,24,91.0
367,detrimentalClient,452579,25608,50113913956,5736.7,66584,184,552,119,66396,22.224489795918366,33,283.0
368,detrimentalClient,336802,19908,42451480632,11433.33,56490,192,592,98,56448,26.133333333333333,28,331.0
369,detrimentalClient,281980,18375,31890963348,16796.54,42372,117,228,60,42021,15.206896551724139,21,177.0
370,detrimentalClient,221994,14160,18300980606,43436.36,24216,52,238,38,24156,10.285714285714285,12,71.0
371,detrimentalClient,124846,10614,43653218920,8585.130000000001,58496,222,468,86,58203,17.893617021276597,29,187.0
372,perfectClient,211600,13428,18288358922,14983.26,24216,46,270,32,24108,12.0,12,120.0
373,detrimentalClient,112514,3531,16655841066,10176.72,22192,76,147,28,22099,9.307692307692308,11,275.0
374,perfectClient,91427,5362,21119983096,13416.62,28240,116,286,50,28140,14.0,14,182.0
375,perfectClient,193075,12080,15261312398,9639.6,20180,52,54,20,20120,10.0,10,90.0
376,detrimentalClient,313476,20480,30431342945,18899.9,40360,66,198,76,40260,16.666666666666668,20,167.0
377,perfectClient,281625,17352,27383891645,17883.239999999998,36320,104,232,52,36252,18.0,18,211.0
378,perfectClient,270349,16944,33363904138,18609.92,44388,126,234,72,44286,22.0,22,354.0
379,perfectClient,58850,3888,18075469364,2874.96,24204,114,112,46,24096,12.0,12,153.0
380,perfectClient,298530,17904,36404609335,20783.22,48422,158,180,88,48384,24.0,24,301.0
381,detrimentalClient,327205,20484,37941302174,23863.35,50442,136,407,82,50150,22.321428571428573,25,337.0
382,perfectClient,310109,18546,33419696798,21783.34,44388,142,392,88,44308,22.0,22,273.0
383,perfectClient,369285,21890,45494799258,58183.3,60528,186,270,102,60420,30.0,30,381.0
384,perfectClient,11769,1074,9010702360,1169.97,12102,48,18,18,12072,6.0,6,62.0
385,perfectClient,391184,24632,48518238785,91233.28,64562,208,324,100,64000,32.0,32,378.0
386,perfectClient,305741,18304,33415549560,9983.34,44388,142,344,82,44066,22.0,22,273.0
387,perfectClient,20711,8,1527703713,0.01,2018,5,30,2,2008,1.0,1,0.0
388,detrimentalClient,517961,29380,54689440059,65050.0,72636,228,415,128,72396,30.13953488372093,36,358.0
389,perfectClient,270096,16632,42358521387,53153.33,56488,184,492,100,56336,28.0,28,348.0
390,detrimentalClient,200795,15198,33274883331,18781.16,44384,138,292,64,44286,20.166666666666664,22,241.0
391,perfectClient,100186,6464,24132528927,14400.0,32276,120,28,48,32224,16.0,16,211.0
392,detrimentalClient,222435,13750,15292416325,9856.6,20180,60,172,44,20030,8.333333333333334,10,58.0
393,perfectClient,278839,17644,33378577437,9983.34,44386,144,582,60,44330,22.0,22,272.0
394,detrimentalClient,12873,1008,9011739186,1437.48,12102,46,92,16,12084,4.5,6,28.0
395,perfectClient,176224,10968,12231479282,51749.94,16144,46,170,32,16120,8.0,8,62.0
396,perfectClient,217237,12430,33294423904,15400.0,44384,144,340,80,44352,22.0,22,301.0
397,detrimentalClient,70895,3318,21091471147,3074.96,28238,132,200,42,28014,9.799999999999999,14,135.0
398,detrimentalClient,291189,18150,45394906486,11916.66,60524,194,326,108,60450,26.470588235294116,30,329.0
399,detrimentalClient,382546,22084,48522882584,9483.29,64564,178,550,112,64448,28.444444444444443,32,342.0
400,perfectClient,280128,16784,24378603290,15240.0,32288,58,388,54,32000,16.0,16,180.0
401,perfectClient,30621,4155,7540609254,40158.090000000004,10085,50,77,18,10015,5.0,5,6.0
402,perfectClient,300749,18216,33407946450,39483.340000000004,44388,142,256,78,44066,22.0,22,273.0
403,perfectClient,145281,9496,9187649753,74999.94,12108,42,62,8,12036,6.0,6,1.0
404,perfectClient,161272,10272,12216272971,13049.939999999999,16144,40,176,24,16048,8.0,8,59.0
405,perfectClient,133639,8682,9176072132,24016.7,12108,38,48,28,12048,6.0,6,32.0
406,perfectClient,3872,440,6001086814,1324.8200000000002,8068,28,66,12,8040,4.0,4,29.0
407,detrimentalClient,116774,4906,33150399039,10501.18,44375,198,312,72,44220,15.612903225806452,22,159.0
408,perfectClient,237433,15274,33315001632,31316.65,44384,158,156,66,44264,22.0,22,363.0
409,detrimentalClient,299766,18800,42402751149,6738.34,56488,194,696,80,56224,26.133333333333333,28,329.0
410,perfectClient,51007,3280,3064911378,30100.0,4036,14,48,2,4000,2.0,2,0.0
411,perfectClient,339104,22480,48455317954,49231.62,64558,230,384,100,64448,32.0,32,368.0
412,detrimentalClient,150366,7960,30202030064,15333.3,40344,164,396,54,40280,15.384615384615385,20,186.0
413,detrimentalClient,1196787,63218,111121507322,69215.22,147308,312,1295,156,147022,50.75238095238095,73,193.0
414,perfectClient,259745,16250,39348906194,41150.04,52454,170,354,94,52390,26.0,26,333.0
415,detrimentalClient,81687,6732,33097453422,4895.5,44374,186,436,68,44286,15.612903225806452,22,130.0
416,perfectClient,265807,16484,39355990793,43350.0,52454,170,436,92,52000,26.0,26,333.0
417,detrimentalClient,402233,22380,45535925852,56630.0,60528,192,564,102,60120,28.125,30,356.0
418,perfectClient,138583,12508,33183313594,19927.64,44380,152,266,68,44132,22.0,22,225.0
419,perfectClient,226026,13956,18305991877,7566.6900000000005,24216,56,174,54,24084,12.0,12,124.0
420,perfectClient,198063,12260,15266150882,41750.0,20180,52,110,34,20070,10.0,10,90.0
421,perfectClient,138969,8880,9181256020,12083.279999999999,12108,38,108,18,11994,6.0,6,30.0
422,perfectClient,15031,1212,9015540836,1140.0,12102,48,74,18,12078,6.0,6,62.0
423,detrimentalClient,363226,23464,42497243667,11433.33,56492,186,572,68,56448,21.77777777777778,28,247.0
424,detrimentalClient,147719,9540,9189896164,13836.68,12108,42,88,20,12096,4.5,6,3.0
425,perfectClient,250159,15260,21339964814,8050.02,28252,58,220,62,28014,14.0,14,150.0
426,detrimentalClient,203083,13035,16776045226,18995.36,22198,47,239,33,22055,10.083333333333332,11,92.0
427,perfectClient,374253,22772,45504648988,7175.0,60528,190,264,90,60420,30.0,30,373.0
428,perfectClient,316937,18408,39426147760,10950.0,52456,172,456,106,52416,26.0,26,332.0
429,perfectClient,307470,19244,42412593446,37306.65,56488,198,688,82,56084,28.0,28,336.0
430,detrimentalClient,243830,13680,36331507326,22999.920000000002,48420,148,368,82,48120,22.153846153846153,24,300.0
431,perfectClient,350695,22182,45467497130,32733.33,60526,198,320,108,60180,30.0,30,373.0
432,perfectClient,321437,18788,33433175053,21783.34,44388,142,548,76,44286,22.0,22,272.0
433,perfectClient,269344,16512,24366680204,8533.35,32288,58,250,56,32240,16.0,16,180.0
434,detrimentalClient,325362,19952,42439737386,24803.3,56490,190,516,88,56000,20.63157894736842,28,334.0
435,perfectClient,233489,14798,21319221566,7723.5,28252,46,342,32,28014,14.0,14,148.0
436,perfectClient,3117,170,3002012234,1950.0,4034,14,50,2,4028,2.0,2,0.0
437,perfectClient,6320,540,6004888470,373.32,8068,30,48,14,8060,4.0,4,33.0
438,detrimentalClient,301218,18752,24407648300,16916.579999999998,32288,72,308,40,32144,11.636363636363637,16,92.0
439,detrimentalClient,12114,592,12008394530,4680.0,16136,60,80,26,16096,5.333333333333333,8,37.0
440,perfectClient,163672,10512,12219556112,6600.03,16144,46,32,20,15992,8.0,8,61.0
441,perfectClient,1953,114,3000457008,1883.3300000000002,4034,14,32,12,3998,2.0,2,0.0
442,perfectClient,255328,16000,24350264120,16916.579999999998,32288,58,60,62,32192,16.0,16,181.0
443,perfectClient,98126,6376,6126194242,44016.619999999995,8072,28,54,18,8000,4.0,4,3.0
444,perfectClient,280627,17056,39376208464,19590.0,52454,170,670,88,52104,26.0,26,333.0
445,detrimentalClient,330631,19064,45441742697,56260.0,60526,192,204,104,60270,28.125,30,351.0
446,perfectClient,319203,18942,39424765339,51750.0,52456,172,440,90,52286,26.0,26,363.0
447,perfectClient,24874,1880,12028086588,3420.0,16136,68,62,30,16104,8.0,8,90.0
448,detrimentalClient,305309,18756,27415341112,1923.24,36324,64,354,66,36054,16.2,18,177.0
449,perfectClient,302700,18024,36411002934,10466.67,48422,158,254,92,48288,24.0,24,302.0
450,perfectClient,13715,1122,9013985604,1437.48,12102,48,56,28,12084,6.0,6,63.0
451,perfectClient,455754,31788,42622891073,13692.42,56500,142,458,94,56224,28.0,28,216.0
452,perfectClient,316898,18600,36427418536,10466.67,48422,158,444,72,48216,24.0,24,302.0
453,perfectClient,304630,17256,36404270712,33163.22,48420,170,544,98,48000,24.0,24,330.0
454,perfectClient,93036,6116,6121182906,22083.370000000003,8072,26,56,16,8012,4.0,4,4.0
455,perfectClient,335097,19342,45444687336,7010.0,60524,202,662,96,60030,30.0,30,373.0
456,detrimentalClient,150571,9612,9192315226,34291.68,12108,42,116,6,12060,4.0,6,3.0
457,perfectClient,366193,22134,45490983414,47366.69,60528,182,350,86,60300,30.0,30,375.0
458,detrimentalClient,268907,19432,51361087662,8603.94,68588,252,532,122,68374,32.11111111111111,34,304.0
459,perfectClient,432243,27408,51577966168,23939.39,68598,214,558,140,68408,34.0,34,370.0
460,perfectClient,305063,18816,39412143754,12908.32,52456,172,296,98,52312,26.0,26,345.0
461,perfectClient,270111,16406,39361174796,43350.0,52454,170,496,96,52338,26.0,26,333.0
462,perfectClient,279029,16983,25881251090,8533.35,34306,64,97,53,33983,17.0,17,180.0
463,detrimentalClient,691940,37950,69945258828,18830.83,92820,225,602,162,92690,31.582089552238806,46,244.0
464,detrimentalClient,221692,12672,36301260120,11599.920000000002,48416,180,502,68,48000,20.57142857142857,24,267.0
465,detrimentalClient,5225,186,9000852608,1119.99,12102,42,90,16,12054,3.5999999999999996,6,6.0
466,perfectClient,126252,7024,24169680945,15066.640000000001,32276,120,458,44,32128,16.0,16,210.0
467,perfectClient,351103,21522,45469729012,31825.0,60524,218,464,92,60180,30.0,30,372.0
468,detrimentalClient,395375,25729,35034070826,67464.23,46414,89,269,78,46230,21.16,23,180.0
469,detrimentalClient,383947,27132,45524067544,54506.11,60530,170,353,91,60330,27.272727272727273,30,301.0
470,detrimentalClient,567156,25740,54747594820,12799.99,72636,242,660,122,72540,28.17391304347826,36,319.0
471,perfectClient,141303,9066,9183502290,11881.619999999999,12108,38,134,30,12102,6.0,6,29.0
472,perfectClient,368209,22584,45492207350,29866.66,60526,196,666,100,60090,30.0,30,365.0
473,perfectClient,359967,22708,45479765735,33033.37,60526,198,462,110,60240,30.0,30,355.0
474,perfectClient,248757,15204,21338236888,15949.92,28252,58,200,56,28238,14.0,14,151.0
475,perfectClient,305226,18340,30413544454,9500.01,40354,124,416,66,40240,20.0,20,243.0
476,perfectClient,275502,17180,30374830136,26330.010000000002,40352,130,514,52,40040,20.0,20,241.0
477,perfectClient,85803,5250,21114280628,3354.1200000000003,28240,116,220,54,28028,14.0,14,181.0
478,perfectClient,92460,6088,6120491702,11116.619999999999,8072,24,108,8,8008,4.0,4,2.0
479,perfectClient,318496,18720,36429837736,4093.2999999999997,48422,158,472,72,48072,24.0,24,302.0
480,perfectClient,36045,2760,15042360320,6875.0,20170,84,194,20,20050,10.0,10,119.0
481,perfectClient,172946,10840,12228369034,37942.5,16144,46,134,38,16048,8.0,8,61.0
482,detrimentalClient,225429,14010,15295354156,39550.0,20180,60,206,36,20070,6.25,10,40.0
483,perfectClient,3437,180,3002876242,193.32999999999998,4034,14,60,12,4028,2.0,2,0.0
484,perfectClient,375867,23534,45500847343,7943.25,60526,198,706,88,60420,30.0,30,341.0
485,perfectClient,166322,10576,12222321062,13049.939999999999,16144,46,64,24,16096,8.0,8,62.0
486,perfectClient,6476,552,6004888476,1330.0,8068,30,48,14,8000,4.0,4,33.0
487,perfectClient,369429,22184,45498413537,19816.559999999998,60528,178,548,116,60480,30.0,30,368.0
488,detrimentalClient,98306,1555,7632121364,6066.68,10090,25,76,13,10045,3.125,5,58.0
489,detrimentalClient,308040,24360,42412435011,55292.15,56490,178,566,94,56392,26.133333333333333,28,340.0
490,detrimentalClient,177401,9100,30239790682,12350.01,40348,133,315,78,40300,16.0,20,314.0
491,perfectClient,163320,10448,12218864926,13049.939999999999,16144,46,24,26,16056,8.0,8,61.0
492,perfectClient,225704,13884,18304091070,44650.0,24216,56,152,32,24084,12.0,12,122.0
493,perfectClient,192143,12030,15260102728,14016.599999999999,20180,52,40,34,20070,10.0,10,91.0
494,perfectClient,175288,9920,30239707835,1933.3,40348,134,288,70,40120,20.0,20,272.0
495,perfectClient,328258,19236,42437318328,45216.670000000006,56490,188,550,88,56224,28.0,28,354.0
496,perfectClient,211820,13404,18288358928,29816.690000000002,24216,46,270,32,24108,12.0,12,120.0
497,perfectClient,191269,11970,15259065926,14016.599999999999,20180,52,28,22,20090,10.0,10,90.0
498,perfectClient,44643,2990,15055147454,9583.300000000001,20170,90,156,42,20100,10.0,10,120.0
499,perfectClient,286520,17544,36385946798,24910.0,48420,160,632,68,48240,24.0,24,300.0
500,perfectClient,100012,6448,6128267700,5633.37,8072,28,78,14,8040,4.0,4,4.0
501,perfectClient,361203,21570,45485986636,64750.0,60528,186,168,98,60420,30.0,30,371.0
502,perfectClient,166794,9500,30227611768,3325.0,40348,134,148,70,40120,20.0,20,272.0
503,perfectClient,296832,18120,30404904566,3890.0099999999998,40354,124,316,78,40280,20.0,20,242.0
504,perfectClient,95493,5502,21127240704,4025.0,28240,116,370,50,28000,14.0,14,184.0
505,detrimentalClient,307178,19000,30421673457,11370.0,40356,112,148,62,40300,18.18181818181818,20,212.0
506,detrimentalClient,166041,11120,15228458747,67630.0,20180,34,214,32,20160,8.333333333333334,10,95.0
507,perfectClient,189896,10660,30258542947,4833.3,40348,134,506,64,40320,20.0,20,272.0
508,perfectClient,129209,7956,27175141920,1739.9699999999998,36312,126,62,72,36000,18.0,18,243.0
509,perfectClient,311838,19496,42420722218,39510.0,56490,192,236,92,56000,28.0,28,339.0
510,perfectClient,93020,6108,6121182906,22083.370000000003,8072,26,56,16,8000,4.0,4,4.0
511,perfectClient,388819,24514,51518177470,12925.02,68596,222,350,134,68170,34.0,34,375.0
512,perfectClient,232698,14028,18311348642,44650.0,24216,56,236,32,24000,12.0,12,122.0
513,perfectClient,100262,6432,24132528932,15333.28,32276,120,28,48,32000,16.0,16,211.0
514,detrimentalClient,160889,9570,33214763298,5270.76,44380,160,388,68,44154,17.285714285714285,22,214.0
515,perfectClient,315610,18480,36425517767,24800.0,48422,158,422,92,48240,24.0,24,302.0
516,perfectClient,351289,21710,45470765532,14097.9,60524,214,596,90,60300,30.0,30,365.0
517,perfectClient,320301,19040,39428912532,64683.36,52456,168,610,82,52338,26.0,26,336.0
518,perfectClient,300421,17914,39403511140,43149.96,52456,172,194,82,52390,26.0,26,332.0
519,detrimentalClient,334206,19704,36454368175,4276.67,48424,154,150,62,48000,22.153846153846153,24,270.0
520,perfectClient,305750,18120,36412903789,41416.670000000006,48422,158,276,72,48000,24.0,24,302.0
521,perfectClient,359217,21726,45479751188,60541.58,60524,218,580,110,60000,30.0,30,365.0
522,detrimentalClient,453850,27350,57620071364,28024.989999999998,76670,217,388,109,75962,26.254545454545454,38,306.0
523,detrimentalClient,516393,27608,51700114132,12883.32,68604,198,260,112,68238,25.130434782608695,34,265.0
524,perfectClient,396787,25018,51525607960,28983.28,68596,222,436,108,68272,34.0,34,379.0
525,detrimentalClient,402379,24672,51543384588,16989.02,68596,226,512,104,68408,30.42105263157895,34,366.0
526,perfectClient,327780,19056,36440205624,22846.670000000002,48422,158,592,80,48288,24.0,24,301.0
527,perfectClient,357989,21898,45483207412,31441.64,60528,178,372,122,60090,30.0,30,368.0
528,perfectClient,293592,16940,30395054848,9500.01,40352,140,448,76,40240,20.0,20,272.0
529,perfectClient,24353,1332,9029703196,1437.48,12102,54,54,14,12072,6.0,6,61.0
530,detrimentalClient,19434,702,4525820690,71.56,6051,31,33,15,6045,2.25,3,159.0
531,detrimentalClient,56942,2646,27063808900,1586.1599999999999,36306,148,299,36,36234,9.818181818181817,18,77.0
532,perfectClient,3441,196,3002876242,195.0,4034,14,60,12,4024,2.0,2,0.0
533,perfectClient,391012,24566,48521522119,29000.0,64562,208,362,110,64416,32.0,32,371.0
534,detrimentalClient,681414,38520,54914001061,13949.97,72648,166,528,102,72216,30.857142857142854,36,147.0
535,perfectClient,199357,12350,15267706058,14016.599999999999,20180,52,128,38,20050,10.0,10,91.0
536,detrimentalClient,391750,25144,48525669330,39066.28,64562,200,654,88,64320,30.11764705882353,32,361.0
537,detrimentalClient,380606,20320,48511326660,41587.44,64562,198,550,104,64256,26.94736842105263,32,324.0
538,detrimentalClient,277531,8850,45351055391,6345.42,60520,221,462,69,60210,23.076923076923077,30,353.0
539,detrimentalClient,55958,3402,27061900674,1120.0,36306,149,248,63,36216,15.428571428571427,18,97.0
540,perfectClient,393940,24820,48526014955,17016.66,64562,208,414,106,64480,32.0,32,369.0
541,detrimentalClient,4647,71,1505758088,170.43,2017,9,18,0,2015,0.5,1,0.0
542,perfectClient,582485,36228,57790012996,34728.84,76676,214,260,116,76608,38.0,38,287.0
543,perfectClient,258991,16120,39348387692,10950.0,52454,170,348,88,52286,26.0,26,348.0
544,perfectClient,248347,16794,40832635790,10883.34,54471,171,364,77,54000,27.0,27,334.0
545,detrimentalClient,257623,120,36348877444,7060.0,48420,156,327,115,48000,23.04,24,373.0
546,perfectClient,341653,21478,45462816993,22899.96,60528,176,198,96,60000,30.0,30,367.0
547,perfectClient,372511,22764,45502921072,18345.69,60528,190,244,98,60360,30.0,30,361.0
548,perfectClient,234960,14172,18314631702,14983.26,24216,56,274,56,24096,12.0,12,120.0
549,perfectClient,285756,17580,30389525444,37399.98,40354,124,138,54,40200,20.0,20,243.0
550,perfectClient,94106,6160,6122392506,54695.87,8072,28,10,16,8052,4.0,4,3.0
551,perfectClient,28014,1952,12032925038,2280.0,16136,68,118,30,16104,8.0,8,90.0
552,perfectClient,300150,18734,42401023000,44966.63,56490,186,194,88,56084,28.0,28,360.0
553,detrimentalClient,3531,78,8998433370,1119.99,12102,42,62,16,12084,3.5999999999999996,6,12.0
554,perfectClient,325644,20180,42441112688,16391.62,56492,172,350,90,56140,28.0,28,342.0
555,detrimentalClient,404625,22590,45548533206,4856.66,60528,202,402,80,60390,25.0,30,293.0
556,perfectClient,236006,13944,36316826564,18449.96,48418,158,626,80,48360,24.0,24,328.0
557,detrimentalClient,504253,32425,56175750796,88097.24,74650,253,814,141,73963,36.026315789473685,37,354.0
558,perfectClient,163690,10480,12219210524,13049.939999999999,16144,46,28,16,16008,8.0,8,61.0
559,perfectClient,212237,12342,33288548863,8222.5,44384,144,272,68,44154,22.0,22,303.0
560,perfectClient,256096,16016,24350264142,50450.0,32288,58,60,62,32128,16.0,16,181.0
561,perfectClient,91399,5348,21119983096,13416.62,28240,116,286,50,28112,14.0,14,182.0
562,perfectClient,348529,22054,45464386648,64833.37,60526,198,284,114,60300,30.0,30,357.0
563,perfectClient,315581,19004,39423390137,125786.72,52456,172,424,74,52260,26.0,26,342.0
564,perfectClient,168246,10656,12223876283,25950.030000000002,16144,46,82,28,16088,8.0,8,61.0
565,perfectClient,11877,1080,9010702362,2239.98,12102,48,18,18,12030,6.0,6,62.0
566,detrimentalClient,245276,11784,36335143454,5799.96,48420,152,290,68,48240,20.57142857142857,24,291.0
567,perfectClient,292684,17640,36396487580,41416.670000000006,48422,158,86,92,48360,24.0,24,301.0
568,perfectClient,177018,11040,12231997702,38850.0,16144,46,176,24,16120,8.0,8,60.0
569,detrimentalClient,884137,45656,79193488850,22829.010000000002,104930,264,735,87,104780,36.053333333333335,52,225.0
570,perfectClient,85239,5180,21112725619,4818.31,28240,116,202,50,28000,14.0,14,181.0
571,detrimentalClient,489741,27646,69664134609,15783.300000000001,92806,290,484,128,92598,32.06060606060606,46,316.0
572,perfectClient,16737,1236,9017959884,1437.48,12102,48,102,18,12036,6.0,6,61.0
573,perfectClient,298175,19362,39402301400,18482.12,52456,172,182,68,52104,26.0,26,355.0
574,perfectClient,367603,21850,45497391474,20724.899999999998,60528,186,300,118,60000,30.0,30,364.0
575,perfectClient,98046,6380,6126194240,22083.370000000003,8072,28,54,18,8000,4.0,4,3.0
576,perfectClient,178344,11192,12233898482,13049.939999999999,16144,46,198,32,16040,8.0,8,60.0
